geography;year;category;households;value
North Melbourne;2030;Household type;Lone person;3831
North Melbourne;2030;Household type;One-parent family;509
North Melbourne;2031;Household type;Couple family without children;3153
North Melbourne;2031;Household type;Other family;165
North Melbourne;2032;Household type;Lone person;3887
North Melbourne;2032;Household type;One-parent family;549
North Melbourne;2033;Household type;Couple family with children;1579
North Melbourne;2033;Household type;Lone person;3899
North Melbourne;2034;Household type;Couple family without children;3428
North Melbourne;2034;Household type;Group household;1799
North Melbourne;2034;Household type;Other family;156
North Melbourne;2035;Household type;Group household;1829
North Melbourne;2035;Household type;One-parent family;652
North Melbourne;2036;Household type;Group household;1864
North Melbourne;2036;Household type;Other family;158
North Melbourne;2037;Household type;Group household;1896
North Melbourne;2037;Household type;Lone person;4434
North Melbourne;2038;Household type;One-parent family;879
North Melbourne;2039;Household type;Couple family without children;4240
North Melbourne;2039;Household type;Group household;2026
North Melbourne;2039;Household type;Lone person;4830
North Melbourne;2039;Household type;One-parent family;969
North Melbourne;2039;Household type;Other family;223
North Melbourne;2040;Household type;Group household;2069
North Melbourne;2040;Household type;Other family;240
North Melbourne;2041;Household type;One-parent family;1136
Parkville;2021;Household type;One-parent family;93
Parkville;2021;Household type;Other family;53
Parkville;2022;Household type;Couple family with children;356
Parkville;2022;Household type;Lone person;816
Parkville;2022;Household type;Other family;48
Parkville;2023;Household type;Couple family with children;379
Parkville;2023;Household type;Couple family without children;848
Parkville;2024;Household type;Group household;539
Parkville;2024;Household type;One-parent family;92
Parkville;2026;Household type;Couple family with children;430
Parkville;2027;Household type;Couple family with children;438
Parkville;2027;Household type;Couple family without children;923
Parkville;2027;Household type;Group household;544
Parkville;2027;Household type;Lone person;880
Parkville;2027;Household type;One-parent family;96
Parkville;2028;Household type;Group household;541
Parkville;2028;Household type;One-parent family;97
Parkville;2028;Household type;Other family;42
Parkville;2029;Household type;Group household;539
Parkville;2029;Household type;One-parent family;98
Parkville;2030;Household type;Group household;536
Parkville;2030;Household type;Lone person;863
Parkville;2030;Household type;Other family;39
Parkville;2032;Household type;Couple family with children;481
Parkville;2032;Household type;One-parent family;104
Parkville;2032;Household type;Other family;37
Parkville;2033;Household type;Group household;513
Parkville;2033;Household type;Other family;36
Parkville;2034;Household type;One-parent family;108
Parkville;2034;Household type;Other family;35
Parkville;2035;Household type;Couple family with children;513
Parkville;2035;Household type;Other family;34
Parkville;2036;Household type;Couple family with children;520
Parkville;2036;Household type;Lone person;812
Parkville;2036;Household type;Other family;33
Parkville;2037;Household type;One-parent family;117
Parkville;2038;Household type;Couple family without children;934
Parkville;2038;Household type;Lone person;813
Parkville;2038;Household type;Other family;32
Parkville;2039;Household type;Couple family with children;530
Parkville;2039;Household type;Group household;486
Parkville;2039;Household type;One-parent family;121
Parkville;2040;Household type;Couple family with children;535
Parkville;2040;Household type;Couple family without children;928
Parkville;2040;Household type;Group household;482
Parkville;2041;Household type;Couple family without children;920
Parkville;2041;Household type;Lone person;824
Parkville;2041;Household type;Other family;29
Port Melbourne;2021;Household type;Couple family with children;0
Port Melbourne;2021;Household type;Group household;0
Port Melbourne;2021;Household type;Other family;0
Port Melbourne;2022;Household type;Lone person;1
Port Melbourne;2023;Household type;Couple family without children;1
Port Melbourne;2023;Household type;Group household;0
Port Melbourne;2024;Household type;Other family;0
Port Melbourne;2025;Household type;Other family;0
Port Melbourne;2026;Household type;Couple family with children;24
Port Melbourne;2026;Household type;One-parent family;5
Port Melbourne;2027;Household type;Couple family with children;37
Port Melbourne;2027;Household type;Lone person;66
Port Melbourne;2027;Household type;One-parent family;7
Port Melbourne;2028;Household type;Couple family without children;106
Port Melbourne;2028;Household type;One-parent family;9
Port Melbourne;2029;Household type;Group household;47
Port Melbourne;2029;Household type;One-parent family;11
Port Melbourne;2030;Household type;Couple family with children;61
Port Melbourne;2030;Household type;Couple family without children;136
Port Melbourne;2030;Household type;Group household;53
Port Melbourne;2032;Household type;Couple family with children;75
Port Melbourne;2032;Household type;Couple family without children;160
Port Melbourne;2032;Household type;One-parent family;15
Port Melbourne;2032;Household type;Other family;7
Port Melbourne;2033;Household type;Couple family with children;79
Port Melbourne;2033;Household type;One-parent family;16
Port Melbourne;2033;Household type;Other family;7
Port Melbourne;2035;Household type;Couple family with children;117
Port Melbourne;2035;Household type;Lone person;164
Port Melbourne;2035;Household type;One-parent family;23
Port Melbourne;2037;Household type;Group household;114
Port Melbourne;2039;Household type;Couple family with children;216
Port Melbourne;2039;Household type;One-parent family;45
Port Melbourne;2040;Household type;One-parent family;49
Port Melbourne;2041;Household type;Couple family without children;490
Port Melbourne;2041;Household type;Group household;171
South Yarra;2021;Household type;Couple family with children;272
South Yarra;2021;Household type;Couple family without children;801
South Yarra;2021;Household type;One-parent family;61
South Yarra;2022;Household type;Couple family without children;837
South Yarra;2022;Household type;One-parent family;58
South Yarra;2023;Household type;Couple family without children;886
South Yarra;2023;Household type;Other family;26
South Yarra;2024;Household type;Lone person;1053
South Yarra;2025;Household type;Group household;233
South Yarra;2027;Household type;Couple family without children;1030
South Yarra;2028;Household type;Lone person;1104
South Yarra;2028;Household type;One-parent family;68
South Yarra;2029;Household type;Couple family with children;379
South Yarra;2029;Household type;Group household;236
South Yarra;2029;Household type;Lone person;1096
South Yarra;2029;Household type;One-parent family;69
South Yarra;2030;Household type;One-parent family;69
South Yarra;2030;Household type;Other family;23
South Yarra;2031;Household type;Couple family with children;393
South Yarra;2031;Household type;One-parent family;71
South Yarra;2032;Household type;Couple family without children;1035
South Yarra;2032;Household type;Lone person;1070
South Yarra;2035;Household type;Couple family without children;1050
South Yarra;2035;Household type;Lone person;1026
South Yarra;2035;Household type;Other family;20
South Yarra;2036;Household type;Lone person;1020
South Yarra;2036;Household type;One-parent family;80
South Yarra;2036;Household type;Other family;20
South Yarra;2037;Household type;Group household;216
South Yarra;2037;Household type;One-parent family;82
South Yarra;2037;Household type;Other family;19
South Yarra;2038;Household type;Lone person;1021
South Yarra;2038;Household type;One-parent family;83
South Yarra;2039;Household type;Couple family without children;1031
South Yarra;2039;Household type;Group household;212
South Yarra;2040;Household type;Lone person;1023
South Yarra;2040;Household type;One-parent family;86
South Yarra;2040;Household type;Other family;18
Southbank;2021;Household type;Couple family without children;4269
Southbank;2021;Household type;Group household;2011
Southbank;2021;Household type;Other family;431
Southbank;2022;Household type;Lone person;4180
Southbank;2022;Household type;Other family;389
Southbank;2023;Household type;Couple family with children;923
Southbank;2023;Household type;Group household;2078
Southbank;2023;Household type;Lone person;4337
Southbank;2025;Household type;Couple family with children;1060
Southbank;2025;Household type;Couple family without children;5346
Southbank;2025;Household type;Lone person;4725
Southbank;2025;Household type;One-parent family;319
Southbank;2026;Household type;Lone person;4903
Southbank;2027;Household type;Group household;2347
Southbank;2027;Household type;Lone person;5038
Southbank;2028;Household type;Couple family with children;1208
Southbank;2028;Household type;Lone person;5122
Southbank;2029;Household type;Couple family with children;1244
Southbank;2029;Household type;Lone person;5167
Southbank;2030;Household type;Couple family with children;1275
Southbank;2030;Household type;One-parent family;369
Southbank;2031;Household type;Group household;2410
Southbank;2031;Household type;One-parent family;383
Southbank;2032;Household type;Lone person;5217
Southbank;2032;Household type;Other family;350
Southbank;2033;Household type;Other family;340
Southbank;2034;Household type;Couple family without children;6283
Southbank;2034;Household type;One-parent family;422
Southbank;2034;Household type;Other family;337
Southbank;2035;Household type;Couple family with children;1497
Southbank;2035;Household type;Couple family without children;6429
Southbank;2035;Household type;Lone person;5231
Southbank;2036;Household type;Couple family without children;6541
Southbank;2036;Household type;Other family;334
Southbank;2037;Household type;Lone person;5383
Southbank;2037;Household type;Other family;336
Southbank;2038;Household type;Couple family without children;6775
Southbank;2038;Household type;Lone person;5574
Southbank;2038;Household type;Other family;334
Southbank;2040;Household type;Couple family with children;1704
Southbank;2041;Household type;Couple family without children;7032
Southbank;2041;Household type;One-parent family;557
West Melbourne (Industrial);2021;Household type;Group household;0
West Melbourne (Industrial);2021;Household type;Lone person;0
West Melbourne (Industrial);2022;Household type;Lone person;0
West Melbourne (Industrial);2023;Household type;Group household;0
West Melbourne (Industrial);2023;Household type;Lone person;0
West Melbourne (Industrial);2023;Household type;One-parent family;0
West Melbourne (Industrial);2024;Household type;Couple family with children;0
West Melbourne (Industrial);2024;Household type;Lone person;0
West Melbourne (Industrial);2024;Household type;One-parent family;0
West Melbourne (Industrial);2024;Household type;Other family;0
West Melbourne (Industrial);2025;Household type;Couple family without children;0
West Melbourne (Industrial);2025;Household type;Lone person;0
West Melbourne (Industrial);2026;Household type;Group household;0
West Melbourne (Industrial);2026;Household type;Lone person;0
West Melbourne (Industrial);2026;Household type;One-parent family;0
West Melbourne (Industrial);2026;Household type;Other family;0
West Melbourne (Industrial);2027;Household type;Lone person;0
West Melbourne (Industrial);2028;Household type;One-parent family;0
West Melbourne (Industrial);2028;Household type;Other family;0
West Melbourne (Industrial);2029;Household type;Couple family without children;0
West Melbourne (Industrial);2029;Household type;Lone person;0
West Melbourne (Industrial);2029;Household type;One-parent family;0
West Melbourne (Industrial);2029;Household type;Other family;0
West Melbourne (Industrial);2030;Household type;Couple family without children;0
West Melbourne (Industrial);2031;Household type;Couple family with children;0
West Melbourne (Industrial);2033;Household type;Couple family with children;0
West Melbourne (Industrial);2033;Household type;Group household;0
West Melbourne (Industrial);2033;Household type;Lone person;0
West Melbourne (Industrial);2034;Household type;Group household;0
West Melbourne (Industrial);2035;Household type;Couple family without children;0
West Melbourne (Industrial);2035;Household type;Lone person;0
West Melbourne (Industrial);2036;Household type;One-parent family;0
West Melbourne (Industrial);2037;Household type;Couple family with children;0
West Melbourne (Industrial);2037;Household type;Couple family without children;0
West Melbourne (Industrial);2037;Household type;Group household;0
West Melbourne (Industrial);2037;Household type;One-parent family;0
West Melbourne (Industrial);2038;Household type;Group household;0
West Melbourne (Industrial);2038;Household type;One-parent family;0
West Melbourne (Industrial);2039;Household type;Couple family with children;0
West Melbourne (Industrial);2039;Household type;Couple family without children;0
West Melbourne (Industrial);2040;Household type;Couple family without children;0
West Melbourne (Industrial);2040;Household type;Group household;0
West Melbourne (Industrial);2041;Household type;Lone person;0
West Melbourne (Residential);2021;Household type;Group household;970
West Melbourne (Residential);2021;Household type;One-parent family;112
West Melbourne (Residential);2022;Household type;Couple family with children;493
West Melbourne (Residential);2023;Household type;Couple family with children;520
West Melbourne (Residential);2023;Household type;Couple family without children;1929
West Melbourne (Residential);2023;Household type;Group household;980
West Melbourne (Residential);2023;Household type;Lone person;1296
West Melbourne (Residential);2023;Household type;One-parent family;108
West Melbourne (Residential);2023;Household type;Other family;96
West Melbourne (Residential);2024;Household type;Couple family with children;544
West Melbourne (Residential);2025;Household type;Couple family with children;573
West Melbourne (Residential);2026;Household type;Couple family with children;623
West Melbourne (Residential);2026;Household type;Group household;1043
West Melbourne (Residential);2026;Household type;Lone person;1421
West Melbourne (Residential);2027;Household type;Couple family with children;660
West Melbourne (Residential);2027;Household type;Couple family without children;2267
West Melbourne (Residential);2027;Household type;Lone person;1464
West Melbourne (Residential);2027;Household type;Other family;94
West Melbourne (Residential);2028;Household type;Lone person;1492
West Melbourne (Residential);2029;Household type;Couple family with children;717
West Melbourne (Residential);2029;Household type;Group household;1102
West Melbourne (Residential);2029;Household type;One-parent family;134
West Melbourne (Residential);2030;Household type;Couple family without children;2401
West Melbourne (Residential);2030;Household type;Group household;1109
West Melbourne (Residential);2031;Household type;Couple family with children;763
West Melbourne (Residential);2032;Household type;Other family;87
West Melbourne (Residential);2033;Household type;Couple family with children;807
West Melbourne (Residential);2033;Household type;Group household;1093
West Melbourne (Residential);2033;Household type;One-parent family;152
West Melbourne (Residential);2033;Household type;Other family;85
West Melbourne (Residential);2034;Household type;Couple family without children;2609
West Melbourne (Residential);2034;Household type;One-parent family;161
West Melbourne (Residential);2035;Household type;Group household;1158
West Melbourne (Residential);2035;Household type;One-parent family;169
West Melbourne (Residential);2036;Household type;Couple family with children;915
West Melbourne (Residential);2036;Household type;Couple family without children;2718
West Melbourne (Residential);2036;Household type;Other family;86
West Melbourne (Residential);2037;Household type;Couple family without children;2714
West Melbourne (Residential);2037;Household type;Group household;1139
West Melbourne (Residential);2038;Household type;One-parent family;182
West Melbourne (Residential);2038;Household type;Other family;82
West Melbourne (Residential);2039;Household type;Couple family with children;936
West Melbourne (Residential);2039;Household type;Couple family without children;2690
West Melbourne (Residential);2039;Household type;One-parent family;186
West Melbourne (Residential);2040;Household type;Group household;1113
West Melbourne (Residential);2041;Household type;Group household;1107
West Melbourne (Residential);2041;Household type;One-parent family;196
West Melbourne (Residential);2041;Household type;Other family;76
Carlton;2023;Structural Private Dwellings;Not applicable;12802
Carlton;2028;Structural Private Dwellings;Not applicable;13994
Carlton;2031;Structural Private Dwellings;Not applicable;15226
Carlton;2038;Structural Private Dwellings;Not applicable;20219
Docklands;2021;Structural Private Dwellings;Not applicable;10144
Docklands;2026;Structural Private Dwellings;Not applicable;10761
Docklands;2027;Structural Private Dwellings;Not applicable;11046
Docklands;2031;Structural Private Dwellings;Not applicable;11571
Docklands;2032;Structural Private Dwellings;Not applicable;11625
Docklands;2035;Structural Private Dwellings;Not applicable;12101
East Melbourne;2021;Structural Private Dwellings;Not applicable;3426
East Melbourne;2023;Structural Private Dwellings;Not applicable;3426
East Melbourne;2024;Structural Private Dwellings;Not applicable;3426
East Melbourne;2030;Structural Private Dwellings;Not applicable;3863
East Melbourne;2033;Structural Private Dwellings;Not applicable;3863
East Melbourne;2035;Structural Private Dwellings;Not applicable;3863
East Melbourne;2038;Structural Private Dwellings;Not applicable;3863
East Melbourne;2039;Structural Private Dwellings;Not applicable;3863
East Melbourne;2041;Structural Private Dwellings;Not applicable;3863
Kensington;2026;Structural Private Dwellings;Not applicable;5807
Kensington;2028;Structural Private Dwellings;Not applicable;6025
Kensington;2029;Structural Private Dwellings;Not applicable;6098
Kensington;2030;Structural Private Dwellings;Not applicable;6144
Kensington;2031;Structural Private Dwellings;Not applicable;6185
Kensington;2032;Structural Private Dwellings;Not applicable;6208
Kensington;2034;Structural Private Dwellings;Not applicable;6272
Kensington;2035;Structural Private Dwellings;Not applicable;6317
Kensington;2036;Structural Private Dwellings;Not applicable;6387
Kensington;2040;Structural Private Dwellings;Not applicable;6934
Melbourne (CBD);2021;Structural Private Dwellings;Not applicable;31906
Melbourne (CBD);2023;Structural Private Dwellings;Not applicable;31906
Melbourne (CBD);2025;Structural Private Dwellings;Not applicable;33527
Melbourne (CBD);2027;Structural Private Dwellings;Not applicable;36063
Melbourne (CBD);2028;Structural Private Dwellings;Not applicable;36839
Melbourne (CBD);2041;Structural Private Dwellings;Not applicable;45054
Melbourne (Remainder);2025;Structural Private Dwellings;Not applicable;1634
Melbourne (Remainder);2026;Structural Private Dwellings;Not applicable;1637
Melbourne (Remainder);2027;Structural Private Dwellings;Not applicable;1637
Melbourne (Remainder);2028;Structural Private Dwellings;Not applicable;1637
Melbourne (Remainder);2034;Structural Private Dwellings;Not applicable;1637
Melbourne (Remainder);2039;Structural Private Dwellings;Not applicable;1637
North Melbourne;2025;Structural Private Dwellings;Not applicable;9326
North Melbourne;2027;Structural Private Dwellings;Not applicable;10214
North Melbourne;2028;Structural Private Dwellings;Not applicable;10554
North Melbourne;2029;Structural Private Dwellings;Not applicable;10803
North Melbourne;2035;Structural Private Dwellings;Not applicable;12356
North Melbourne;2038;Structural Private Dwellings;Not applicable;14043
North Melbourne;2041;Structural Private Dwellings;Not applicable;15695
Parkville;2021;Structural Private Dwellings;Not applicable;2853
Parkville;2029;Structural Private Dwellings;Not applicable;2959
Parkville;2032;Structural Private Dwellings;Not applicable;2959
Parkville;2034;Structural Private Dwellings;Not applicable;2959
Parkville;2035;Structural Private Dwellings;Not applicable;2959
Parkville;2038;Structural Private Dwellings;Not applicable;2959
Port Melbourne;2027;Structural Private Dwellings;Not applicable;235
Port Melbourne;2028;Structural Private Dwellings;Not applicable;289
Port Melbourne;2029;Structural Private Dwellings;Not applicable;328
Port Melbourne;2038;Structural Private Dwellings;Not applicable;1010
Port Melbourne;2039;Structural Private Dwellings;Not applicable;1137
South Yarra;2031;Structural Private Dwellings;Not applicable;2985
South Yarra;2034;Structural Private Dwellings;Not applicable;2985
South Yarra;2035;Structural Private Dwellings;Not applicable;2985
South Yarra;2037;Structural Private Dwellings;Not applicable;2985
Southbank;2021;Structural Private Dwellings;Not applicable;14155
Southbank;2022;Structural Private Dwellings;Not applicable;14155
Southbank;2024;Structural Private Dwellings;Not applicable;14155
Southbank;2029;Structural Private Dwellings;Not applicable;16102
Southbank;2030;Structural Private Dwellings;Not applicable;16255
Southbank;2032;Structural Private Dwellings;Not applicable;16480
Southbank;2037;Structural Private Dwellings;Not applicable;17709
Southbank;2038;Structural Private Dwellings;Not applicable;18154
West Melbourne (Industrial);2022;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2025;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2028;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2030;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2031;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2034;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2039;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2041;Structural Private Dwellings;Not applicable;0
West Melbourne (Residential);2022;Structural Private Dwellings;Not applicable;5118
West Melbourne (Residential);2033;Structural Private Dwellings;Not applicable;6275
West Melbourne (Residential);2036;Structural Private Dwellings;Not applicable;6750
West Melbourne (Residential);2037;Structural Private Dwellings;Not applicable;6750
West Melbourne (Residential);2040;Structural Private Dwellings;Not applicable;6750
City of Melbourne;2026;Household type;Total households;102589
City of Melbourne;2033;Household type;Total households;113614
City of Melbourne;2036;Household type;Total households;122951
City of Melbourne;2039;Household type;Total households;130951
City of Melbourne;2040;Household type;Total households;133357
City of Melbourne;2041;Household type;Total households;135618
Carlton;2022;Household type;Total households;11509
Carlton;2027;Household type;Total households;13326
Carlton;2031;Household type;Total households;14974
Carlton;2033;Household type;Total households;15513
Carlton;2035;Household type;Total households;17998
Carlton;2038;Household type;Total households;19908
Carlton;2039;Household type;Total households;19902
Docklands;2021;Household type;Total households;8581
Docklands;2023;Household type;Total households;9115
Docklands;2024;Household type;Total households;9752
Docklands;2026;Household type;Total households;10339
Docklands;2031;Household type;Total households;11107
Docklands;2033;Household type;Total households;11197
Docklands;2034;Household type;Total households;11413
Docklands;2039;Household type;Total households;12697
East Melbourne;2022;Household type;Total households;2932
East Melbourne;2025;Household type;Total households;3384
East Melbourne;2027;Household type;Total households;3623
East Melbourne;2031;Household type;Total households;3665
East Melbourne;2035;Household type;Total households;3653
East Melbourne;2037;Household type;Total households;3645
East Melbourne;2038;Household type;Total households;3646
East Melbourne;2040;Household type;Total households;3640
Kensington;2024;Household type;Total households;5442
Kensington;2026;Household type;Total households;5767
Kensington;2028;Household type;Total households;5982
Kensington;2033;Household type;Total households;6177
Kensington;2040;Household type;Total households;6863
Melbourne (CBD);2021;Household type;Total households;26766
Melbourne (CBD);2025;Household type;Total households;31320
Melbourne (CBD);2026;Household type;Total households;32685
Melbourne (CBD);2029;Household type;Total households;35018
Melbourne (CBD);2031;Household type;Total households;35785
Melbourne (CBD);2032;Household type;Total households;35977
Melbourne (CBD);2034;Household type;Total households;36873
Melbourne (CBD);2035;Household type;Total households;37521
Melbourne (Remainder);2023;Household type;Total households;1398
Melbourne (Remainder);2031;Household type;Total households;1541
Melbourne (Remainder);2035;Household type;Total households;1536
Melbourne (Remainder);2036;Household type;Total households;1534
Melbourne (Remainder);2037;Household type;Total households;1532
Melbourne (Remainder);2040;Household type;Total households;1529
Melbourne (Remainder);2041;Household type;Total households;1528
North Melbourne;2024;Household type;Total households;8818
North Melbourne;2026;Household type;Total households;9708
North Melbourne;2029;Household type;Total households;10592
North Melbourne;2033;Household type;Total households;11209
North Melbourne;2035;Household type;Total households;12120
North Melbourne;2039;Household type;Total households;14458
North Melbourne;2040;Household type;Total households;14874
Parkville;2021;Household type;Total households;2604
Parkville;2022;Household type;Total households;2635
Parkville;2025;Household type;Total households;2922
Parkville;2030;Household type;Total households;2922
Parkville;2031;Household type;Total households;2922
Parkville;2034;Household type;Total households;2920
Parkville;2037;Household type;Total households;2917
Parkville;2039;Household type;Total households;2915
Parkville;2041;Household type;Total households;2914
Port Melbourne;2031;Household type;Total households;410
Port Melbourne;2033;Household type;Total households;452
Port Melbourne;2034;Household type;Total households;552
Port Melbourne;2035;Household type;Total households;638
Port Melbourne;2036;Household type;Total households;770
Port Melbourne;2037;Household type;Total households;866
Port Melbourne;2038;Household type;Total households;1010
Port Melbourne;2040;Household type;Total households;1213
Port Melbourne;2041;Household type;Total households;1339
South Yarra;2021;Household type;Total households;2339
South Yarra;2029;Household type;Total households;2833
South Yarra;2032;Household type;Total households;2830
South Yarra;2035;Household type;Total households;2822
South Yarra;2040;Household type;Total households;2814
Southbank;2022;Household type;Total households;12209
Southbank;2025;Household type;Total households;14070
Southbank;2030;Household type;Total households;15567
Southbank;2033;Household type;Total households;15833
Southbank;2036;Household type;Total households;16623
Southbank;2037;Household type;Total households;16890
Southbank;2041;Household type;Total households;18193
West Melbourne (Industrial);2021;Household type;Total households;0
West Melbourne (Industrial);2025;Household type;Total households;0
West Melbourne (Industrial);2032;Household type;Total households;0
West Melbourne (Industrial);2037;Household type;Total households;0
West Melbourne (Industrial);2040;Household type;Total households;0
West Melbourne (Residential);2022;Household type;Total households;4782
West Melbourne (Residential);2026;Household type;Total households;5491
West Melbourne (Residential);2027;Household type;Total households;5682
West Melbourne (Residential);2028;Household type;Total households;5824
West Melbourne (Residential);2029;Household type;Total households;5920
West Melbourne (Residential);2033;Household type;Total households;6157
West Melbourne (Residential);2034;Household type;Total households;6393
West Melbourne (Residential);2037;Household type;Total households;6618
West Melbourne (Residential);2038;Household type;Total households;6616
Carlton;2029;Household size;Not applicable;1
Carlton;2030;Household size;Not applicable;1
Carlton;2032;Household size;Not applicable;1
Carlton;2034;Household size;Not applicable;1
Carlton;2041;Household size;Not applicable;1
Docklands;2021;Household size;Not applicable;1
Docklands;2032;Household size;Not applicable;2
Docklands;2034;Household size;Not applicable;2
Docklands;2039;Household size;Not applicable;2
East Melbourne;2021;Household size;Not applicable;1
East Melbourne;2024;Household size;Not applicable;1
East Melbourne;2028;Household size;Not applicable;1
East Melbourne;2029;Household size;Not applicable;1
East Melbourne;2030;Household size;Not applicable;1
East Melbourne;2033;Household size;Not applicable;1
East Melbourne;2035;Household size;Not applicable;1
Kensington;2021;Household size;Not applicable;2
Kensington;2022;Household size;Not applicable;2
Kensington;2028;Household size;Not applicable;2
Kensington;2036;Household size;Not applicable;2
Kensington;2037;Household size;Not applicable;2
Kensington;2040;Household size;Not applicable;2
Kensington;2041;Household size;Not applicable;2
Melbourne (CBD);2031;Household size;Not applicable;1
Melbourne (CBD);2033;Household size;Not applicable;1
Melbourne (CBD);2038;Household size;Not applicable;1
Melbourne (CBD);2039;Household size;Not applicable;1
Melbourne (Remainder);2026;Household size;Not applicable;2
Melbourne (Remainder);2030;Household size;Not applicable;2
Melbourne (Remainder);2031;Household size;Not applicable;2
Melbourne (Remainder);2036;Household size;Not applicable;2
Melbourne (Remainder);2040;Household size;Not applicable;2
North Melbourne;2022;Household size;Not applicable;1
North Melbourne;2027;Household size;Not applicable;1
North Melbourne;2029;Household size;Not applicable;2
North Melbourne;2030;Household size;Not applicable;2
North Melbourne;2031;Household size;Not applicable;2
North Melbourne;2033;Household size;Not applicable;2
North Melbourne;2035;Household size;Not applicable;2
North Melbourne;2041;Household size;Not applicable;2
Parkville;2025;Household size;Not applicable;1
Parkville;2026;Household size;Not applicable;2
Parkville;2028;Household size;Not applicable;2
Parkville;2030;Household size;Not applicable;2
Parkville;2032;Household size;Not applicable;2
Parkville;2040;Household size;Not applicable;2
Port Melbourne;2021;Household size;Not applicable;0
Port Melbourne;2023;Household size;Not applicable;0
Port Melbourne;2024;Household size;Not applicable;0
Port Melbourne;2025;Household size;Not applicable;0
Port Melbourne;2026;Household size;Not applicable;2
Port Melbourne;2029;Household size;Not applicable;2
Port Melbourne;2031;Household size;Not applicable;2
Port Melbourne;2037;Household size;Not applicable;2
Port Melbourne;2038;Household size;Not applicable;2
Port Melbourne;2039;Household size;Not applicable;2
South Yarra;2026;Household size;Not applicable;1
South Yarra;2029;Household size;Not applicable;1
South Yarra;2031;Household size;Not applicable;1
South Yarra;2033;Household size;Not applicable;2
South Yarra;2034;Household size;Not applicable;2
South Yarra;2035;Household size;Not applicable;2
South Yarra;2039;Household size;Not applicable;2
Southbank;2025;Household size;Not applicable;1
Southbank;2030;Household size;Not applicable;2
Southbank;2031;Household size;Not applicable;2
Southbank;2032;Household size;Not applicable;2
Southbank;2033;Household size;Not applicable;2
Southbank;2037;Household size;Not applicable;2
West Melbourne (Industrial);2025;Household size;Not applicable;0
West Melbourne (Industrial);2027;Household size;Not applicable;0
West Melbourne (Industrial);2028;Household size;Not applicable;0
West Melbourne (Industrial);2029;Household size;Not applicable;0
West Melbourne (Industrial);2031;Household size;Not applicable;0
West Melbourne (Industrial);2032;Household size;Not applicable;0
West Melbourne (Industrial);2040;Household size;Not applicable;0
West Melbourne (Industrial);2041;Household size;Not applicable;0
West Melbourne (Residential);2022;Household size;Not applicable;1
West Melbourne (Residential);2024;Household size;Not applicable;1
West Melbourne (Residential);2027;Household size;Not applicable;1
West Melbourne (Residential);2031;Household size;Not applicable;2
West Melbourne (Residential);2033;Household size;Not applicable;2
West Melbourne (Residential);2035;Household size;Not applicable;2
West Melbourne (Residential);2036;Household size;Not applicable;2
West Melbourne (Residential);2041;Household size;Not applicable;2
City of Melbourne;2021;Household size;Not applicable;1
City of Melbourne;2022;Household size;Not applicable;1
City of Melbourne;2024;Household size;Not applicable;1
City of Melbourne;2028;Household size;Not applicable;1
City of Melbourne;2029;Household size;Not applicable;2
City of Melbourne;2030;Household size;Not applicable;2
City of Melbourne;2031;Household size;Not applicable;2
City of Melbourne;2033;Household size;Not applicable;2
City of Melbourne;2035;Household size;Not applicable;2
City of Melbourne;2036;Household size;Not applicable;2
City of Melbourne;2039;Household size;Not applicable;2
City of Melbourne;2041;Household size;Not applicable;2
City of Melbourne;2021;Household type;Couple family with children;7362
City of Melbourne;2028;Household type;Couple family with children;10495
City of Melbourne;2030;Household type;Couple family with children;11161
City of Melbourne;2032;Household type;Couple family with children;11866
City of Melbourne;2036;Household type;Couple family with children;13770
City of Melbourne;2039;Household type;Couple family with children;15115
City of Melbourne;2041;Household type;Couple family with children;15886
City of Melbourne;2022;Household type;Couple family without children;25996
City of Melbourne;2035;Household type;Couple family without children;37826
City of Melbourne;2037;Household type;Couple family without children;39281
City of Melbourne;2028;Household type;Group household;20398
City of Melbourne;2029;Household type;Group household;20625
City of Melbourne;2030;Household type;Group household;20788
City of Melbourne;2035;Household type;Group household;21189
City of Melbourne;2038;Household type;Group household;21946
City of Melbourne;2041;Household type;Group household;22492
City of Melbourne;2021;Household type;Lone person;30888
City of Melbourne;2022;Household type;Lone person;30924
City of Melbourne;2026;Household type;Lone person;35954
City of Melbourne;2029;Household type;Lone person;38370
City of Melbourne;2033;Household type;Lone person;39490
City of Melbourne;2021;Household type;One-parent family;2570
City of Melbourne;2022;Household type;One-parent family;2452
City of Melbourne;2024;Household type;One-parent family;2614
City of Melbourne;2026;Household type;One-parent family;2782
City of Melbourne;2029;Household type;One-parent family;3018
City of Melbourne;2032;Household type;One-parent family;3296
City of Melbourne;2037;Household type;One-parent family;4162
City of Melbourne;2039;Household type;One-parent family;4573
City of Melbourne;2024;Household type;Other family;2747
City of Melbourne;2025;Household type;Other family;2725
City of Melbourne;2030;Household type;Other family;2651
