Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Flemington,90 Bryant St,2,h,1100000,SP,Nelson,06/05/2017,4.4,3031,2,1,1,186,,,Melbourne City Council,-37.7837,144.9338,Northern Metropolitan,3593
Flemington,10 Dartford St,3,h,1250000,S,McDonald,06/05/2017,4.4,3031,3,2,2,226,140,2002,Melbourne City Council,-37.7824,144.9243,Northern Metropolitan,3593
Flemington,14/41 Dover St,2,t,615000,S,Edward,06/05/2017,4.4,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,3593
Flemington,2/91 High St,2,t,668000,S,Nelson,06/05/2017,4.4,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,3593
Flemington,84 Canterbury St,2,h,953000,S,Biggin,08/04/2017,4.4,3031,2,1,0,274,103,1930,Melbourne City Council,-37.7813,144.9238,Northern Metropolitan,3593
Flemington,9/72 Princes St,1,u,,PI,Rendina,08/04/2017,4.4,3031,1,1,1,0,39,1970,Melbourne City Council,-37.7862,144.934,Northern Metropolitan,3593
Flemington,11/300 Racecourse Rd,2,u,603000,S,Nelson,08/04/2017,4.4,3031,2,1,1,0,96,1890,Melbourne City Council,-37.788,144.9306,Northern Metropolitan,3593
Flemington,143 Victoria St,3,h,940000,S,hockingstuart,08/04/2017,4.4,3031,3,1,1,320,110,1940,Melbourne City Council,-37.7844,144.9359,Northern Metropolitan,3593
Flemington,20 Bryant St,5,h,1550000,PI,Nelson,13/05/2017,4.4,3031,5,1,1,432,200,1915,Melbourne City Council,-37.7859,144.9323,Northern Metropolitan,3593
Flemington,8/64 Dover St,2,u,500000,S,Nelson,13/05/2017,4.4,3031,2,1,1,0,72.9,1970,Melbourne City Council,-37.7829,144.9247,Northern Metropolitan,3593
Flemington,16/60 Farnham St,2,u,450000,S,Nelson,13/05/2017,4.4,3031,2,1,1,0,62,1970,Melbourne City Council,-37.7826,144.9311,Northern Metropolitan,3593
Flemington,1/44 Ascot Vale Rd,2,u,390000,VB,Nelson,22/04/2017,4.4,3031,2,1,1,472,55,1960,Melbourne City Council,-37.7851,144.922,Northern Metropolitan,3593
Flemington,75 Farnham St,3,h,1205000,S,Nelson,22/04/2017,4.4,3031,3,1,0,251,,,Melbourne City Council,-37.7823,144.9317,Northern Metropolitan,3593
Flemington,8A John St,3,h,1085000,SP,Nelson,22/04/2017,4.4,3031,3,1,1,180,132,1991,Melbourne City Council,-37.7839,144.9273,Northern Metropolitan,3593
Flemington,20 Dalgleish St,3,h,,S,Nelson,29/04/2017,4.4,3031,3,2,0,289,123,1910,Melbourne City Council,-37.7812,144.9281,Northern Metropolitan,3593
Flemington,121 Princes St,2,h,1060000,S,Nelson,29/04/2017,4.4,3031,2,1,0,209,75,1890,Melbourne City Council,-37.7846,144.9347,Northern Metropolitan,3593
Flemington,54 Princes St,3,h,917000,S,Jellis,29/04/2017,4.4,3031,3,1,0,143,136,1890,Melbourne City Council,-37.7868,144.9336,Northern Metropolitan,3593
Maribyrnong,33 Hillside Cr,3,h,1110000,PI,Biggin,06/05/2017,8.7,3032,,,,,,,Maribyrnong City Council,,,Western Metropolitan,4918
Maribyrnong,407/54 La Scala Av,2,u,600000,VB,Weda,06/05/2017,8.7,3032,,,,,,,Maribyrnong City Council,,,Western Metropolitan,4918
Maribyrnong,8 Parade Sq,2,t,431000,S,Raine,08/04/2017,8.7,3032,2,1,1,0,,,Maribyrnong City Council,-37.7722,144.8807,Western Metropolitan,4918
Maribyrnong,203/77 Village Wy,2,u,355000,S,Biggin,08/04/2017,8.7,3032,,,,,,,Maribyrnong City Council,,,Western Metropolitan,4918
Maribyrnong,38 Waterford Av,3,h,801000,S,hockingstuart,08/04/2017,8.7,3032,,,,,,,Maribyrnong City Council,,,Western Metropolitan,4918
Maribyrnong,12 Grandview Av,4,h,,S,Rendina,13/05/2017,8.7,3032,,,,,,,Maribyrnong City Council,,,Western Metropolitan,4918
Maribyrnong,13 Hillside Cr,3,h,950000,PI,Raine,13/05/2017,8.7,3032,,,,,,,Maribyrnong City Council,,,Western Metropolitan,4918
Maribyrnong,3/13 Warrs Rd,4,h,1080000,SP,hockingstuart,13/05/2017,8.7,3032,,,,,,,Maribyrnong City Council,,,Western Metropolitan,4918
Maribyrnong,28 Mephan St,4,h,,SP,hockingstuart,20/05/2017,8.7,3032,4,2,2,198,168,2001,Maribyrnong City Council,-37.7867,144.8886,Western Metropolitan,4918
Maribyrnong,6 High Ct,5,h,1620000,S,Biggin,29/04/2017,8.7,3032,5,3,2,601,274,2001,Maribyrnong City Council,-37.7637,144.8843,Western Metropolitan,4918
Maribyrnong,1A Riverview Ct,4,h,1190000,S,Rendina,29/04/2017,8.7,3032,4,3,2,224,205,2015,Maribyrnong City Council,-37.7641,144.8885,Western Metropolitan,4918
Melbourne,501/318 Little Lonsdale St,1,u,432000,S,Greg,06/05/2017,2.8,3000,1,1,1,0,,2001,Melbourne City Council,-37.8116,144.9603,Northern Metropolitan,17496
Melbourne,82/632 St Kilda Rd,3,u,750000,VB,Hodges,06/05/2017,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,601/616 Little Collins St,4,u,1850000,VB,hockingstuart,08/04/2017,2.8,3000,4,2,1,0,213,1938,Melbourne City Council,-37.8177,144.9544,Northern Metropolitan,17496
Melbourne,2208/380 Little Lonsdale St,1,u,333000,SP,Biggin,08/04/2017,2.8,3000,1,1,0,0,41,2010,Melbourne City Council,-37.8122,144.9582,Northern Metropolitan,17496
Melbourne,37/27 Queens Rd,3,u,850000,PI,RT,08/04/2017,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,402/455 Elizabeth St,2,u,452000,S,RT,13/05/2017,2.8,3000,2,1,0,0,60,2006,Melbourne City Council,-37.8084,144.9602,Northern Metropolitan,17496
Melbourne,18/17 Queens Rd,2,u,637500,S,Greg,20/05/2017,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,4/27 Queens Rd,3,u,1100000,S,RT,20/05/2017,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,2303/568 Collins St,2,u,,PI,MICM,22/04/2017,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1101/265 Exhibition St,3,u,895000,S,hockingstuart,22/04/2017,2.8,3000,3,2,3,0,,,Melbourne City Council,-37.8095,144.9691,Northern Metropolitan,17496
Melbourne,203/551 Flinders La,1,u,275000,VB,Whiting,22/04/2017,2.8,3000,1,1,0,0,52,2000,Melbourne City Council,-37.8199,144.9558,Northern Metropolitan,17496
Melbourne,1201/565 Flinders St,2,u,683000,S,MICM,22/04/2017,2.8,3000,2,2,1,1136,88,2009,Melbourne City Council,-37.8211,144.9559,Northern Metropolitan,17496
Melbourne,710/280 Spencer St,1,u,,PN,Elite,22/04/2017,2.8,3000,1,1,1,0,37,2005,Melbourne City Council,-37.814,144.9521,Northern Metropolitan,17496
Melbourne,204/300 Swanston St,2,u,640000,VB,Greg,22/04/2017,2.8,3000,2,1,1,0,66,2005,Melbourne City Council,-37.8106,144.9646,Northern Metropolitan,17496
Melbourne,1913/228 Abeckett St,3,u,1175000,PI,Icon,29/04/2017,2.8,3000,3,3,2,0,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,173/350 St Kilda Rd,2,u,1236000,S,Marshall,29/04/2017,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,173/416 St Kilda Rd,3,u,730000,S,hockingstuart,29/04/2017,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Parkville,13/54 The Avenue,3,u,835000,S,Nelson,06/05/2017,2.6,3052,3,1,1,0,,1978,Melbourne City Council,-37.7867,144.9572,Northern Metropolitan,2309
Parkville,21 Morrah St,4,h,3970000,S,Collins,13/05/2017,2.6,3052,4,3,1,289,,,Melbourne City Council,-37.7959,144.9569,Northern Metropolitan,2309
Parkville,55 Park Dr,3,h,2790000,S,Collins,20/05/2017,2.6,3052,3,2,1,180,120,1890,Melbourne City Council,-37.7961,144.9538,Northern Metropolitan,2309
Parkville,108 Parkville Av,4,h,1446000,S,Collings,20/05/2017,2.6,3052,,,,,,,Melbourne City Council,,,Northern Metropolitan,2309
Parkville,101/80 Cade Wy,2,u,500000,VB,Jellis,22/04/2017,2.6,3052,,,,,,,Melbourne City Council,,,Northern Metropolitan,2309
Port Melbourne,281 Esplanade East,3,h,1400000,S,Marshall,06/05/2017,3.8,3207,3,3,0,92,105,1910,Melbourne City Council,-37.8368,144.9463,Southern Metropolitan,8648
Port Melbourne,7/12 Barlow St,2,h,,S,Marshall,08/04/2017,3.8,3207,2,1,0,140,86,1998,Melbourne City Council,-37.839,144.9407,Southern Metropolitan,8648
Port Melbourne,32 Derham St,3,h,,SN,Chisholm,08/04/2017,3.8,3207,3,2,1,203,131,1890,Melbourne City Council,-37.8331,144.9397,Southern Metropolitan,8648
Port Melbourne,317/99 Dow St,2,u,520000,VB,Buxton,08/04/2017,3.8,3207,2,1,1,2166,54,2012,Melbourne City Council,-37.8415,144.9412,Southern Metropolitan,8648
Port Melbourne,138 Farrell St,3,h,,S,Marshall,08/04/2017,3.8,3207,3,2,1,162,,,Melbourne City Council,-37.8339,144.9389,Southern Metropolitan,8648
Port Melbourne,18/8 Graham St,3,u,,SN,Biggin,08/04/2017,3.8,3207,3,2,2,0,138,2001,Melbourne City Council,-37.8424,144.9449,Southern Metropolitan,8648
Port Melbourne,342 Howe Pde,2,h,1332000,S,Greg,08/04/2017,3.8,3207,2,1,2,288,,,Melbourne City Council,-37.8366,144.923,Southern Metropolitan,8648
Port Melbourne,301/115 Nott St,2,h,801000,S,Greg,08/04/2017,3.8,3207,2,2,1,0,90,2012,Melbourne City Council,-37.84,144.939,Southern Metropolitan,8648
Port Melbourne,201/54 Nott St,2,u,,SP,Cayzer,08/04/2017,3.8,3207,2,1,1,0,67,2004,Melbourne City Council,-37.8407,144.9389,Southern Metropolitan,8648
Port Melbourne,133 Station St,3,h,,S,Marshall,08/04/2017,3.8,3207,3,2,0,185,187,1890,Melbourne City Council,-37.8347,144.9425,Southern Metropolitan,8648
Port Melbourne,203 Station St,3,h,2400000,S,Greg,08/04/2017,3.8,3207,3,2,2,368,226,1880,Melbourne City Council,-37.8323,144.9463,Southern Metropolitan,8648
Port Melbourne,178 Albert St,3,h,,SP,Greg,13/05/2017,3.8,3207,3,1,0,169,116,1890,Melbourne City Council,-37.8346,144.9375,Southern Metropolitan,8648
Port Melbourne,30 Clark St,2,h,,SN,Chisholm,13/05/2017,3.8,3207,2,1,0,165,,,Melbourne City Council,-37.8364,144.9329,Southern Metropolitan,8648
Port Melbourne,49 Edwards Av,4,h,1995000,S,Frank,13/05/2017,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648
Port Melbourne,7/103 Liardet St,1,u,,PI,Buxton,13/05/2017,3.8,3207,1,1,1,630,41,1970,Melbourne City Council,-37.8396,144.9436,Southern Metropolitan,8648
Port Melbourne,204/52 Nott St,2,u,575000,S,Biggin,13/05/2017,3.8,3207,2,1,1,7159,61,2008,Melbourne City Council,-37.841,144.9386,Southern Metropolitan,8648
Port Melbourne,602/142 Rouse St,2,h,1000000,S,Cayzer,13/05/2017,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648
Port Melbourne,149 Albert St,3,h,,SP,Marshall,20/05/2017,3.8,3207,3,1,0,268,104,1900,Melbourne City Council,-37.8348,144.9366,Southern Metropolitan,8648
Port Melbourne,6 Beacon Vs,4,t,,PI,Marshall,20/05/2017,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648
Port Melbourne,129 Esplanade Pl,3,h,1700000,VB,hockingstuart,20/05/2017,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648
Port Melbourne,218 Esplanade Pl,3,h,,S,Marshall,20/05/2017,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648
Port Melbourne,220 Esplanade Pl,3,h,,SP,Marshall,20/05/2017,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648
Port Melbourne,389 Graham St,3,h,,S,Marshall,20/05/2017,3.8,3207,3,2,1,133,155,2005,Melbourne City Council,-37.836,144.9348,Southern Metropolitan,8648
Port Melbourne,2 Lagoon La,3,h,,S,Marshall,20/05/2017,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648
Port Melbourne,102/159 Beach St,2,u,950000,S,hockingstuart,22/04/2017,3.8,3207,2,2,1,98,,2005,Melbourne City Council,-37.8392,144.9257,Southern Metropolitan,8648
Port Melbourne,205/88 Dow St,2,u,730000,SP,Buxton,22/04/2017,3.8,3207,2,1,1,0,,,Melbourne City Council,-37.842,144.9413,Southern Metropolitan,8648
Port Melbourne,108/40 Beach St,2,u,1110000,S,RT,29/04/2017,3.8,3207,2,2,1,0,,,Melbourne City Council,-37.8427,144.9378,Southern Metropolitan,8648
Port Melbourne,9/23 Beaconsfield Pde,2,u,2250000,S,Greg,29/04/2017,3.8,3207,2,2,2,0,,,Melbourne City Council,-37.8444,144.9421,Southern Metropolitan,8648
Port Melbourne,130 Clark St,4,h,2700000,S,Marshall,29/04/2017,3.8,3207,4,3,2,317,156,1900,Melbourne City Council,-37.8346,144.9358,Southern Metropolitan,8648
Port Melbourne,205 Clark St,4,h,1375000,S,hockingstuart,29/04/2017,3.8,3207,4,1,1,190,,,Melbourne City Council,-37.833,144.9377,Southern Metropolitan,8648
Port Melbourne,13 Edwards Av,4,h,1805000,PI,Marshall,29/04/2017,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648
Port Melbourne,149A Graham St,2,h,,S,Marshall,29/04/2017,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648
Port Melbourne,205/15 Pickles St,2,u,600000,VB,hockingstuart,29/04/2017,3.8,3207,2,1,1,0,61,2005,Melbourne City Council,-37.8443,144.9442,Southern Metropolitan,8648
Port Melbourne,55/4 Seisman Pl,2,u,1030000,S,Buxton,29/04/2017,3.8,3207,2,2,2,21715,99,2005,Melbourne City Council,-37.8424,144.9449,Southern Metropolitan,8648
Princes Hill,288 Richardson St,3,h,1550000,S,Woodards,06/05/2017,3.7,3054,,,,,,,Yarra City Council,,,Northern Metropolitan,1008
South Yarra,6/38 Chambers St,3,u,1320000,S,RT,06/05/2017,3.3,3141,3,2,2,15,15,,Melbourne City Council,-37.8398,144.9945,Southern Metropolitan,14887
South Yarra,407/800 Chapel St,1,u,537000,S,hockingstuart,06/05/2017,3.3,3141,1,1,1,0,,2000,Melbourne City Council,-37.8361,144.9966,Southern Metropolitan,14887
South Yarra,806/800 Chapel St,2,u,800000,VB,Beller,06/05/2017,3.3,3141,2,2,2,0,,2000,Melbourne City Council,-37.8361,144.9966,Southern Metropolitan,14887
South Yarra,5/49 Tivoli Rd,2,u,,S,Jellis,06/05/2017,3.3,3141,2,1,1,0,,,Melbourne City Council,-37.8375,144.9984,Southern Metropolitan,14887
South Yarra,12 Affleck St,3,h,,SP,Biggin,08/04/2017,3.3,3141,3,2,1,433,121,2000,Melbourne City Council,-37.8449,144.9864,Southern Metropolitan,14887
South Yarra,1/52 Caroline St,1,u,410000,S,hockingstuart,08/04/2017,3.3,3141,1,1,0,0,,,Melbourne City Council,-37.8378,144.9883,Southern Metropolitan,14887
South Yarra,10/14 Cromwell Rd,2,u,499000,S,hockingstuart,08/04/2017,3.3,3141,2,1,1,0,,1970,Melbourne City Council,-37.8452,145.0001,Southern Metropolitan,14887
South Yarra,10 Fawkner St,4,h,,S,Williams,08/04/2017,3.3,3141,4,2,2,338,182,1895,Melbourne City Council,-37.8419,144.9868,Southern Metropolitan,14887
South Yarra,19 Fitzgerald St,3,h,,S,Kay,08/04/2017,3.3,3141,3,1,1,245,,,Melbourne City Council,-37.8423,144.9927,Southern Metropolitan,14887
South Yarra,14 Moore St,2,h,1214000,S,hockingstuart,08/04/2017,3.3,3141,2,1,0,161,82,1900,Melbourne City Council,-37.8454,144.9891,Southern Metropolitan,14887
South Yarra,27a Nicholson St,3,t,,SN,Kay,08/04/2017,3.3,3141,,,,,,,Melbourne City Council,,,Southern Metropolitan,14887
South Yarra,9/384 Toorak Rd,2,u,485000,PI,Biggin,08/04/2017,3.3,3141,2,1,0,5467,73,1970,Melbourne City Council,-37.8406,145.0035,Southern Metropolitan,14887
South Yarra,9/56 Darling St,1,u,,VB,Cayzer,13/05/2017,3.3,3141,1,1,1,1466,,,Melbourne City Council,-37.8352,144.9922,Southern Metropolitan,14887
South Yarra,2/63 Domain St,3,u,920000,S,Williams,13/05/2017,3.3,3141,3,1,1,0,,1970,Melbourne City Council,-37.836,144.9782,Southern Metropolitan,14887
South Yarra,12 Fawkner St,2,h,,SP,Kay,13/05/2017,3.3,3141,2,1,4,350,131,1980,Melbourne City Council,-37.842,144.9869,Southern Metropolitan,14887
South Yarra,30/30 Murphy St,2,u,615000,S,hockingstuart,13/05/2017,3.3,3141,2,1,1,0,,,Melbourne City Council,-37.837,144.9907,Southern Metropolitan,14887
South Yarra,50 Nicholson St,3,h,,PI,Marshall,13/05/2017,3.3,3141,3,2,1,278,162.52,1890,Melbourne City Council,-37.8429,144.9888,Southern Metropolitan,14887
South Yarra,3/555 Punt Rd,2,u,642000,S,Kay,13/05/2017,3.3,3141,2,1,1,595,,,Melbourne City Council,-37.8422,144.9855,Southern Metropolitan,14887
South Yarra,1407/7 Yarra St,1,u,,PI,Williams,13/05/2017,3.3,3141,1,1,1,3434,52,2000,Melbourne City Council,-37.8378,144.9929,Southern Metropolitan,14887
South Yarra,17/63 Alexandra Av,1,u,440000,S,hockingstuart,20/05/2017,3.3,3141,,,,,,,Melbourne City Council,,,Southern Metropolitan,14887
South Yarra,65 Caroline St,3,t,3475000,S,Marshall,20/05/2017,3.3,3141,3,3,1,296,,,Melbourne City Council,-37.8366,144.9882,Southern Metropolitan,14887
South Yarra,7 Cassell St,2,h,1710000,PI,Jellis,20/05/2017,3.3,3141,2,2,0,208,145,1880,Melbourne City Council,-37.8433,145.0024,Southern Metropolitan,14887
South Yarra,10/9 Darling St,2,u,,PI,Williams,20/05/2017,3.3,3141,2,1,1,0,59,2014,Melbourne City Council,-37.8379,144.9913,Southern Metropolitan,14887
South Yarra,68 Hawksburn Rd,4,h,,PI,Kay,20/05/2017,3.3,3141,4,3,2,539,249,1910,Melbourne City Council,-37.8411,145.0021,Southern Metropolitan,14887
South Yarra,26 Howitt St,2,u,851000,S,Biggin,20/05/2017,3.3,3141,2,1,1,284,,,Melbourne City Council,-37.8471,145.0019,Southern Metropolitan,14887
South Yarra,30 Nicholson St,3,t,2030000,S,Kay,20/05/2017,3.3,3141,3,2,2,201,,,Melbourne City Council,-37.8428,144.9877,Southern Metropolitan,14887
South Yarra,11/17 Como Av,2,t,1040000,PI,RT,22/04/2017,3.3,3141,,,,,,,Melbourne City Council,,,Southern Metropolitan,14887
South Yarra,9 Nicholson St,2,h,1405000,S,Beller,22/04/2017,3.3,3141,2,1,0,219,,,Melbourne City Council,-37.8424,144.9867,Southern Metropolitan,14887
South Yarra,403/79 River St,2,u,850000,S,hockingstuart,22/04/2017,3.3,3141,2,2,2,17200,,2000,Melbourne City Council,-37.8361,144.9966,Southern Metropolitan,14887
South Yarra,5/9 Rockley Rd,2,u,792500,S,Jellis,22/04/2017,3.3,3141,2,1,1,0,106,1970,Melbourne City Council,-37.8383,144.9995,Southern Metropolitan,14887
South Yarra,1/23 Argo St,2,t,880000,PI,Kay,29/04/2017,3.3,3141,2,2,2,,,,Melbourne City Council,-37.8437,144.9869,Southern Metropolitan,14887
South Yarra,13/47 Marne St,1,u,390500,SP,hockingstuart,29/04/2017,3.3,3141,1,1,0,775,46,1960,Melbourne City Council,-37.8354,144.984,Southern Metropolitan,14887
South Yarra,15/30 Murphy St,2,u,,S,Jellis,29/04/2017,3.3,3141,2,1,1,0,71,1970,Melbourne City Council,-37.837,144.9907,Southern Metropolitan,14887
South Yarra,9/21 Park La,3,u,2050000,S,Kay,29/04/2017,3.3,3141,3,2,2,3197,,,Melbourne City Council,-37.8446,144.9844,Southern Metropolitan,14887
South Yarra,1/215 Williams Rd,2,u,595000,S,Kay,29/04/2017,3.3,3141,2,1,2,0,,,Melbourne City Council,-37.8447,145.0037,Southern Metropolitan,14887
Carlton,1/2 Drummond St,3,u,1520000,S,hockingstuart,08/04/2017,1.8,3053,3,2,2,214,,1993,Melbourne City Council,-37.8177,144.8496,Northern Metropolitan,6786
Carlton,3 Charles St,2,h,,PN,Marvelli,20/05/2017,1.8,3053,2,1,1,105,,1900,Melbourne City Council,-37.8068,144.9677,Northern Metropolitan,6786
Carlton,2/100 Keppel St,2,t,960000,VB,Nelson,20/05/2017,1.8,3053,2,2,1,0,90,1860,Melbourne City Council,-37.7947,144.9724,Northern Metropolitan,6786
Carlton,11/108 Elgin St,2,u,995000,S,Woodards,22/04/2017,1.8,3053,2,2,1,0,110,2000,Melbourne City Council,-37.7973,144.9712,Northern Metropolitan,6786
Carlton,20/264 Drummond St,1,u,490000,S,hockingstuart,29/04/2017,1.8,3053,1,1,1,0,51,2009,Melbourne City Council,-37.7998,144.9689,Northern Metropolitan,6786
Carlton,10/3 Lytton St,2,u,500000,VB,Peter,29/04/2017,1.8,3053,2,1,1,4076,,,Melbourne City Council,-37.7941,144.9678,Northern Metropolitan,6786
East Melbourne,402/166 Wellington Pde,1,u,503000,S,Biggin,08/04/2017,1.5,3002,1,1,1,0,,,Melbourne City Council,-37.8161,144.9845,Northern Metropolitan,3040
East Melbourne,4/24 Hotham St,2,u,810000,S,Biggin,13/05/2017,1.5,3002,2,1,1,944,,,Melbourne City Council,-37.8144,144.9896,Northern Metropolitan,3040
East Melbourne,127 Gipps St,4,h,4275000,S,Caine,20/05/2017,1.5,3002,4,2,2,326,,1970,Melbourne City Council,-37.8133,144.9865,Northern Metropolitan,3040
East Melbourne,1/109 George St,2,u,,SN,Caine,29/04/2017,1.5,3002,2,1,0,541,,,Melbourne City Council,-37.8156,144.9867,Northern Metropolitan,3040
Kensington,303/62 Altona St,1,u,355000,SP,Edward,08/04/2017,4.2,3031,1,1,1,2581,,,Melbourne City Council,-37.7979,144.9265,Northern Metropolitan,5263
Kensington,20 Bradfield La,1,t,425000,SA,Biggin,08/04/2017,4.2,3031,1,1,1,0,46,2000,Melbourne City Council,-37.7886,144.9253,Northern Metropolitan,5263
Kensington,217/71 Henry St,2,u,535000,SP,Pagan,08/04/2017,4.2,3031,2,2,1,2592,70,2012,Melbourne City Council,-37.7961,144.9261,Northern Metropolitan,5263
Kensington,10/2 Howlett St,2,u,500000,S,Edward,08/04/2017,4.2,3031,2,1,1,0,86,2000,Melbourne City Council,-37.7897,144.9228,Northern Metropolitan,5263
Kensington,9/11 Smith St,2,u,525000,VB,Edward,13/05/2017,4.2,3031,2,1,1,0,73,2011,Melbourne City Council,-37.7912,144.9318,Northern Metropolitan,5263
Kensington,16 Altona St,2,h,1110000,S,Nelson,20/05/2017,4.2,3031,2,1,0,155,,,Melbourne City Council,-37.7989,144.9275,Northern Metropolitan,5263
Kensington,4/26 Barnett St,3,t,917500,S,Nelson,20/05/2017,4.2,3031,3,1,1,98,101,1997,Melbourne City Council,-37.791,144.9323,Northern Metropolitan,5263
Kensington,109/18 Bent St,2,u,730000,SP,Rendina,20/05/2017,4.2,3031,2,2,1,2135,,2012,Melbourne City Council,-37.7956,144.935,Northern Metropolitan,5263
Kensington,2/2 McCracken St,2,t,811000,SP,Biggin,20/05/2017,4.2,3031,2,1,0,113,,,Melbourne City Council,-37.7898,144.9276,Northern Metropolitan,5263
Kensington,15 Taylor Mw,2,t,717000,S,Nelson,20/05/2017,4.2,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,5263
Kensington,23 Wakefield St,3,h,1190000,S,Rendina,20/05/2017,4.2,3031,3,2,1,180,,,Melbourne City Council,-37.7973,144.9208,Northern Metropolitan,5263
Kensington,33 Chelmsford St,2,h,903000,S,Rendina,22/04/2017,4.2,3031,2,1,0,184,,,Melbourne City Council,-37.7964,144.9339,Northern Metropolitan,5263
Kensington,41 Kensington Rd,3,h,902500,S,Rendina,22/04/2017,4.2,3031,3,1,1,0,125,2003,Melbourne City Council,-37.7954,144.9259,Northern Metropolitan,5263
Kensington,33 McCracken St,4,h,1817000,SP,Hodges,22/04/2017,4.2,3031,4,2,1,309,,,Melbourne City Council,-37.791,144.928,Northern Metropolitan,5263
Kensington,2/75 McCracken St,2,u,528000,S,Nelson,22/04/2017,4.2,3031,2,1,1,0,,1975,Melbourne City Council,-37.7928,144.9279,Northern Metropolitan,5263
Kensington,420 Arden St,2,h,1000000,VB,Nelson,29/04/2017,4.2,3031,2,1,0,159,,,Melbourne City Council,-37.7985,144.9307,Northern Metropolitan,5263
Kensington,310/71 Henry St,1,u,380000,VB,Edward,29/04/2017,4.2,3031,1,1,1,2592,,,Melbourne City Council,-37.7961,144.9261,Northern Metropolitan,5263
Kensington,33 McCracken St,4,h,1817000,SP,Hodges,29/04/2017,4.2,3031,4,2,1,309,,,Melbourne City Council,-37.791,144.928,Northern Metropolitan,5263
Kensington,10 Parsons St,2,h,,S,Nelson,29/04/2017,4.2,3031,2,1,0,172,,,Melbourne City Council,-37.7899,144.9307,Northern Metropolitan,5263
North Melbourne,101/720 Queensberry St,1,u,,SP,Marshall,08/04/2017,2.3,3051,1,1,1,0,,,Melbourne City Council,-37.797,144.949,Northern Metropolitan,6821
North Melbourne,301/720 Queensberry St,3,u,,W,YPA,08/04/2017,2.3,3051,4,2,2,0,,,Melbourne City Council,-37.8034,144.949,Northern Metropolitan,6821
North Melbourne,41 Chapman St,3,h,2161000,S,Nelson,13/05/2017,2.3,3051,3,2,1,230,245,1900,Melbourne City Council,-37.7987,144.9434,Northern Metropolitan,6821
North Melbourne,11 Bakery La,3,h,,S,Jellis,20/05/2017,2.3,3051,3,3,2,84,170,2003,Melbourne City Council,-37.7977,144.9513,Northern Metropolitan,6821
North Melbourne,1/118 Haines St,3,t,,S,Jellis,20/05/2017,2.3,3051,3,2,1,61,116,2016,Melbourne City Council,-37.8029,144.9452,Northern Metropolitan,6821
North Melbourne,5 Murphy St,3,h,1485000,S,Jellis,20/05/2017,2.3,3051,3,1,1,198,95,1968,Melbourne City Council,-37.8029,144.9459,Northern Metropolitan,6821
North Melbourne,13/201 Abbotsford St,2,t,755000,PI,Nelson,29/04/2017,2.3,3051,2,1,1,1537,81,1890,Melbourne City Council,,,Northern Metropolitan,6821
North Melbourne,649 Queensberry St,2,h,940000,S,JMRE,29/04/2017,2.3,3051,2,1,0,89,65,1890,Melbourne City Council,-37.9394,145.089,Northern Metropolitan,6821
Southbank,2402/163 City Rd,2,u,505000,S,Dixon,08/04/2017,1.2,3006,2,1,1,0,,,Melbourne City Council,-37.8242,144.9626,Southern Metropolitan,8400
Southbank,4/5 Miles St,2,u,595000,S,RT,08/04/2017,1.2,3006,2,1,1,0,75,1998,Melbourne City Council,-37.8288,144.9679,Southern Metropolitan,8400
Southbank,51/88 Wells St,2,u,580000,VB,MICM,08/04/2017,1.2,3006,2,1,1,0,79,1995,Melbourne City Council,-37.8273,144.9685,Southern Metropolitan,8400
Southbank,9/120 Sturt St,2,u,580000,SA,William,13/05/2017,1.2,3006,2,1,1,0,70,1994,Melbourne City Council,-37.8248,144.9667,Southern Metropolitan,8400
Southbank,4/66 Coventry St,2,u,,PI,Harcourts,20/05/2017,1.2,3006,2,1,1,0,,1993,Melbourne City Council,-37.8288,144.9679,Southern Metropolitan,8400
